job_title,company,first_seen,search_country,search_position,job_level,job_type,city,state,country,city_state,latitude,longitude,job_skills
RN Care Manager - Home Health - Days,INTEGRIS Health,2024-01-13,United States,Director Nursing Service,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Nursing, Patient care, Home health, Skilled nursing assessments, Patientspecific interventions, Care plan management, Lab results coordination, Physician order processing, Admissions assessments recertifications discharges, Documentation submission, Oncall coverage, LPN and Home Health Aide supervision, Case conference participation, Quality improvement activities, New employee orientation, Student supervision, CPR certification, RN licensure, Oklahoma State Drivers License, Automobile insurance, English fluency, Driving record"
"Lead Substation Engineer in Oklahoma City, OK, USA",Energy Jobline,2024-01-13,United States,Controls Designer,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Lead Substation Engineer, Design, Analysis, Reports, Plans, Specifications"
Bell Captain - Bell-Varies,Atlantis Casino Resort Spa,2024-01-12,United States,Charter,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Customer service, High volume, Fast paced, Attention to detail, Time management, Scheduling, Staffing, Policies, Procedures, Communication, Physical strength, Nevada Driver’s License, DMV printout, Grooming standards, Team work, Benefits, Paid vacation, Holiday pay, Recreation, Fitness discounts, Internal advancement"
Travel Allied Health Professional - Interventional Radiology Technologist,Summit Medical Staffing,2024-01-13,United States,Medical Technologist,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Interventional Radiology Technologist, Allied Health Professional, Travel Reimbursement, Health Insurance, License Reimbursement, Direct Deposit, Weekly Pay, Referral Bonus, 24/7 Recruiter Availability, NW Nevada Location, Friendly Facility"
Mechanical Design Engineer,X4 Group,2024-01-12,United States,Central-Office Equipment Engineer,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Mechanical Engineering, Valve Systems, Machine Part Manufacturing, Metal Parts Design, Stress Analysis, CAD, Solidworks, Simulation, Production, Communication, Collaboration"
Part 121 Captain (Home-Based),Total Aviation Staffing,2024-01-12,United States,Charter,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Airbus A320, ACMI, Wetlease, Pilot, Health Insurance, Vision, Dental, Health Savings Account, Vacation, Sick Time, FAA Airmen Certificate, FAA First Class Medical Certificate, FCC Radiotelephone Operator’s Permit, Airbus 320 Type Rating, FAR 121.436, 4000 Total Flight Hours, 1000 Jet Hours as Pilot in Command under a 121 Certificate, 1500 Jet Hours as Pilot in Command under a 135 Certificate, Ability to work in the United States, Valid Passport, Unrestricted Travel to and from the United States, Excellent Oral and Written Communication Skills in English"
Quality Engineer,Siemens,2024-01-12,United States,Central-Office Equipment Engineer,Mid senior,Onsite,Broken Arrow,OK,United States,"Broken Arrow, OK",36.036529,-95.780996,"Quality Control, Quality Assurance, Root Cause Analysis, Corrective Action, Project Management, Process Improvement, Metrology, Agile Methodologies, Statistical Analysis, Microsoft Office, Visual Basic, Macros, Minitab, Power BI, SAP, SQL, Six Sigma, ISO 9001, ISO 14001, ISO 45001, Certified Quality Engineer (ASQ), Internal Auditor, Bachelor's Degree in Engineering, Manufacturing Experience, Strong Communication Skills, Teamwork, Analytical Skills, ProblemSolving"
Sr. Project Cost Analyst,Pacer Staffing LLC,2024-01-12,United States,Budget Analyst,Associate,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Project Cost Analysis, Project Management, Cost Tracking, Forecasting, Budgeting, Accounting, Financial Analysis, Excel, Client Corporate Systems, Key Performance Indicators (KPIs), Sarbanes Oxley (SOX), Project Breakdown Structures, Earned Value Management, Scheduling Systems, Microsoft Office Suite (Word Excel Outlook PowerPoint), Communication, Collaboration, Time Management, Organizational, Planning, Accuracy, Diligence, Goal Achievement, Technical Knowledge, Verbal Communication, Travel, Physical Duties, Corporate Accounting, Construction Environments"
PUBLIC SERVICE INTERN 1,"State of Nevada, Division of Welfare and Support Services",2024-01-13,United States,Communication-Center Operator,Associate,Onsite,Genoa,NV,United States,"Genoa, NV",39.025623,-119.830929,"Information Technology, Application Development, Java, HTML, CSS, JavaScript, SQL, Programming Languages, Driver's License, Criminal History Check, Application Evaluation, Experience with JAVA"
"Certified Nursing Assistant (CNA) -Tulsa, OK",Tillotek Staffing Solutions,2024-01-12,United States,Christian Science Nurse,Associate,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Certified Nursing Assistant (CNA) certification, High school diploma or equivalent, Statespecific requirements for CNAs (if applicable), Excellent communication and interpersonal skills, Compassionate and patientfocused attitude, Ability to work well in a team, Attention to detail and strong observational skills, Competitive pay based on experience, Flexible work schedules, Opportunities for professional growth and advancement, Ongoing training and education, Supportive and collaborative work environment"
Retail Staff (Store 5431),GameStop,2024-01-12,United States,Change Person,Associate,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"High School diploma or GED, Retail sales and/or management experience, Fun and enthusiastic personality, Desire to interact with customers, Video game knowledge, Planning work, Organizing work, Delegating work, Ensuring store is clean and wellorganized, Following policies procedures and controls, Opening and closing the store, Greeting customers, Asking questions to determine customer needs, Making recommendations, Explaining GameStop services, Processing customer transactions, Maintaining a clean and organized shopping environment, Stocking products, Video game knowledge"
"Optical Sales Associate, #77328 Tinker AFB",US Vision,2024-01-12,United States,Circulation-Sales Representative,Associate,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Optical sales, POS systems, Customer service, Sales communication, Problem solving, Scheduling flexibility, Multitasking, Equal opportunity, Inclusive workplace, EVerify"
Registered Nurse (RN) - Cardiac Catherization at Prime Healthcare,Health eCareers,2024-01-12,United States,Christian Science Nurse,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Healthcare, Nursing, Patient Care, Medical Terminology, Hemodynamic Monitoring, ACLS Certification, BLS Certification, Nevada RN License, English Communication, Patient Privacy, Confidentiality"
Campus Intern - Low Voltage,JE Dunn Construction,2024-01-12,United States,Change Person,Associate,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Project Management, Estimating, Safety, Accounting, Leadership, Strong Work Ethic, Excellent Communication Skills, Teamwork, Problem Solving, Adaptability, Deadline Management, Bachelor's Degree, Internship Experience"
Temporary Sales Associate- TOMMY HILFIGER - Friends and Family,Tommy Hilfiger,2024-01-12,United States,Circulation-Sales Representative,Associate,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Customer Service, Sales, Visual Presentation, Time Management, Teamwork, Flexibility, Communication, ProblemSolving, Professionalism, Attention to Detail, Retail Experience, Merchandising, Inventory Management, Store Operations"
Senior Sales Representative (LAS Airport),CLEAR (clearme.com),2024-01-12,United States,Circulation-Sales Representative,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Sales, Customer service, Communication, Leadership, Security, Problemsolving, Troubleshooting, Teamwork, Ability to work autonomously, Ability to follow instructions, Ability to work in a fastpaced environment, Ability to work shifts, Ability to stand for long periods, Ability to lift 40lbs, Detailoriented, Selfmotivated, Passion for sales, Airline industry experience, Hospitality or retail experience, Ability to learn quickly, Ability to work with technology"
In-Home Sales Representative,West Shore Home,2024-01-12,United States,Circulation-Sales Representative,Associate,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Teamwork, Leadership, Sales Skills, Client Management, Problem Solving, Communication, Cold Calling, Lead Generation, Motivation, Time Management, Sales Process, Upselling, CrossSelling, WorkLife Balance, Customer Service, Training, Development, Coaching, Bilingual, Spanish, English, Driving"
Collision Estimator,Caliber Collision,2024-01-12,United States,Circulation-Sales Representative,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Collision estimating, Sales, CCC1 Estimating Software, Repair process/procedures, Communication, Physical activity, MVR checks, Driver's license, Verbal and written comprehension, Adaptability, Ability to prioritize, Time management, Customer service, Conflict resolution, Detail oriented, Problemsolving, Microsoft Office Suite, ICAR certification"
Outside Sales Representative - Commercial,Graybar,2024-01-12,United States,Circulation-Sales Representative,Associate,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Sales, Marketing, Customer relationship management (CRM), Negotiation, Persuasion, Public speaking, Ability to learn and work independently, Microsoft Office Suite, Ability to travel, Business administration, Sales data analysis, Budgeting, Account management, Territory management, Product knowledge, Customer service, Troubleshooting, Warranty management, 4 year degree, 5+ years experience in sales"
2023-2024 Attendance Advocate,Oklahoma City Public Schools,2024-01-12,United States,Change Person,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"High School Diploma, Bachelor's degree, Working knowledge of State attendance laws, District policies, Problem solving, Investigative skills, Interpersonal skills, Collaboration, Customer service orientation, Written communication, Verbal communication, Data collection, Analysis, Reporting, Data management, Bilingual (English/Spanish), Attendance policies, Truancy policies, Truancy laws, Early prevention strategies, Intervention strategies, Case management, Referrals, Training, School visits, Home visits, Conferences, Court preparation, Court presentation, Data bases, Drop out reports, Differentiated plans, Records management, Driver's License, Reliable transportation, Manual dexterity, Visual acuity, Hearing, Speaking abilities, Stooping, Bending, Stretching, Lifting, Sitting, Prolonged periods of time, Work outside of normal business hours, Stressful conditions, Driving personal vehicle"
Technical Operations Manager,Vyve Broadband,2024-01-13,United States,Manager Customer Service,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Telecommunications, Systems Management, Financial Management, Customer Relations, HFC Plant Maintenance, Supervisory Skills, Technical Operations, Team Building, Budgeting, Fleet Management, Inventory Control, PC Applications, Microsoft Office, Word, Excel, Scheduling, Problem Solving, Safety Compliance, Disaster Management, High School Diploma, Strong Physical Ability, Communication, Conflict Resolution, Leadership, Training, Coaching, Development, Multicultural Awareness, Time Management, Stress Management"
